victim_id,state,city,age_bracket,bank,account_balance_tier,fraud_type
V0018796,Telangana,Hyderabad,51+,Bank_B,Low,Fraud
V0018797,Telangana,Hyderabad,18-25,Bank_A,Low,Fraud
V0018798,Telangana,Hyderabad,51+,Bank_C,High,Cheating
V0018799,Telangana,Hyderabad,51+,Bank_D,Medium,Fraud
V0018800,Telangana,Hyderabad,18-25,Bank_D,Medium,Fraud
V0018801,Bihar,Patna,18-25,Bank_C,Medium,Fraud
V0018802,Telangana,Hyderabad,26-35,Bank_B,High,Fraud
V0018803,Odisha,Pune,36-50,Bank_A,High,Fraud
V0018804,Telangana,Hyderabad,51+,Bank_D,High,Fraud
V0018805,Odisha,Ahmedabad,26-35,Bank_D,High,Cyber Blackmailing
V0018806,Maharashtra,Mumbai,26-35,Bank_B,Low,Cheating
V0018807,Odisha,Pune,18-25,Bank_E,Medium,Cheating
V0018808,Telangana,Hyderabad,36-50,Bank_D,High,Cheating
V0018809,Odisha,Hyderabad,51+,Bank_E,Low,Fraud
V0018810,Telangana,Hyderabad,36-50,Bank_B,High,Fraud
V0018811,Telangana,Hyderabad,26-35,Bank_A,High,Fraud
V0018812,Tamil Nadu,Chennai,26-35,Bank_A,High,Cheating
V0018813,Maharashtra,Mumbai,18-25,Bank_B,High,Cheating
V0018814,Telangana,Hyderabad,51+,Bank_A,Medium,Cheating
V0018815,Telangana,Hyderabad,26-35,Bank_E,Low,Cheating
V0018816,Telangana,Hyderabad,36-50,Bank_A,Low,Fraud
V0018817,Telangana,Hyderabad,26-35,Bank_A,Medium,Cheating
V0018818,Telangana,Hyderabad,36-50,Bank_A,Medium,Fraud
V0018819,Telangana,Hyderabad,36-50,Bank_D,High,Cheating
V0018820,Odisha,Chennai,51+,Bank_D,Low,Cheating
V0018821,Telangana,Hyderabad,36-50,Bank_E,Low,Fraud
V0018822,Tamil Nadu,Chennai,36-50,Bank_B,Medium,Fraud
V0018823,Telangana,Hyderabad,18-25,Bank_C,Medium,Cheating
V0018824,Telangana,Hyderabad,51+,Bank_E,Medium,Fraud
V0018825,Maharashtra,Pune,18-25,Bank_A,Low,Fraud
V0018826,Telangana,Hyderabad,18-25,Bank_A,High,Cheating
V0018827,Telangana,Hyderabad,26-35,Bank_C,Low,Fraud
V0018828,Telangana,Hyderabad,36-50,Bank_C,Low,Fraud
V0018829,Telangana,Hyderabad,18-25,Bank_E,Low,Fraud
V0018830,Telangana,Hyderabad,51+,Bank_A,Low,Fraud
V0018831,Telangana,Hyderabad,18-25,Bank_D,Low,Fraud
V0018832,Telangana,Hyderabad,36-50,Bank_C,Low,Cheating
V0018833,Telangana,Hyderabad,51+,Bank_E,High,Fraud
V0018834,Telangana,Hyderabad,18-25,Bank_B,Low,Fraud
V0018835,Maharashtra,Pune,51+,Bank_E,Low,Cheating
V0018836,Bihar,Patna,36-50,Bank_C,High,Fraud
V0018837,Telangana,Hyderabad,18-25,Bank_C,Medium,Fraud
V0018838,Telangana,Hyderabad,36-50,Bank_C,High,Fraud
V0018839,Telangana,Hyderabad,36-50,Bank_E,Medium,Cheating
V0018840,Telangana,Hyderabad,18-25,Bank_A,Medium,Cheating
V0018841,Maharashtra,Pune,36-50,Bank_A,Low,Cyber Blackmailing
V0018842,Maharashtra,Mumbai,36-50,Bank_B,Medium,Fraud
V0018843,Maharashtra,Pune,26-35,Bank_D,Medium,Fraud
V0018844,Telangana,Hyderabad,36-50,Bank_E,Medium,Fraud
V0018845,Odisha,Patna,51+,Bank_C,Medium,Fraud
V0018846,Telangana,Hyderabad,18-25,Bank_A,Low,Fraud
V0018847,Telangana,Hyderabad,36-50,Bank_D,Low,Cheating
V0018848,Telangana,Hyderabad,51+,Bank_E,Medium,Fraud
V0018849,Telangana,Hyderabad,26-35,Bank_D,High,Cheating
V0018850,Telangana,Hyderabad,26-35,Bank_A,High,Fraud
V0018851,Telangana,Hyderabad,18-25,Bank_C,Low,Fraud
V0018852,Maharashtra,Pune,51+,Bank_D,Low,Cheating
V0018853,Telangana,Hyderabad,51+,Bank_A,High,Fraud
V0018854,Bihar,Patna,26-35,Bank_D,High,Cheating
V0018855,Telangana,Hyderabad,51+,Bank_B,Low,Fraud
V0018856,Andhra Pradesh,Hyderabad,26-35,Bank_E,Medium,Fraud
V0018857,Telangana,Hyderabad,26-35,Bank_B,High,Cheating
V0018858,Telangana,Hyderabad,26-35,Bank_B,Low,Cheating
V0018859,Telangana,Hyderabad,51+,Bank_D,Medium,Fraud
V0018860,Telangana,Hyderabad,18-25,Bank_B,Low,Fraud
V0018861,Maharashtra,Mumbai,51+,Bank_C,Low,Fraud
V0018862,Telangana,Hyderabad,36-50,Bank_D,Low,Fraud
V0018863,Telangana,Hyderabad,18-25,Bank_B,Low,Fraud
V0018864,Telangana,Hyderabad,51+,Bank_D,Medium,Cheating
V0018865,Telangana,Hyderabad,26-35,Bank_E,Low,Fraud
V0018866,Maharashtra,Pune,18-25,Bank_B,High,Cheating
V0018867,Bihar,Patna,18-25,Bank_C,Low,Fraud
V0018868,Bihar,Patna,36-50,Bank_E,Low,Fraud
V0018869,Telangana,Hyderabad,36-50,Bank_A,Medium,Cheating
V0018870,Andhra Pradesh,Bengaluru,18-25,Bank_D,Low,Cheating
V0018871,Andhra Pradesh,Ahmedabad,51+,Bank_C,High,Cheating
V0018872,Odisha,Mumbai,51+,Bank_A,High,Fraud
V0018873,Telangana,Hyderabad,18-25,Bank_D,Low,Fraud
V0018874,Telangana,Hyderabad,36-50,Bank_D,Medium,Cheating
V0018875,Telangana,Hyderabad,51+,Bank_A,High,Fraud
V0018876,Odisha,Hyderabad,26-35,Bank_B,Medium,Cheating
V0018877,Odisha,Patna,51+,Bank_B,Medium,Fraud
V0018878,Maharashtra,Mumbai,36-50,Bank_D,Low,Cheating
V0018879,West Bengal,Kolkata,51+,Bank_A,High,Fraud
V0018880,Telangana,Hyderabad,36-50,Bank_C,High,Cheating
V0018881,Bihar,Patna,18-25,Bank_D,High,Cheating
V0018882,Odisha,Pune,26-35,Bank_E,Medium,Cheating
V0018883,Maharashtra,Mumbai,36-50,Bank_E,Low,Cheating
V0018884,Telangana,Hyderabad,26-35,Bank_B,High,Cyber Blackmailing
V0018885,Telangana,Hyderabad,36-50,Bank_B,Medium,Cheating
V0018886,Telangana,Hyderabad,51+,Bank_C,Medium,Fraud
V0018887,Maharashtra,Mumbai,36-50,Bank_A,Low,Cheating
V0018888,Odisha,Ahmedabad,26-35,Bank_A,High,Fraud
V0018889,Andhra Pradesh,Delhi,18-25,Bank_E,Low,Cheating
V0018890,Telangana,Hyderabad,26-35,Bank_C,Low,Fraud
V0018891,Telangana,Hyderabad,51+,Bank_B,Medium,Fraud
V0018892,Odisha,Kolkata,51+,Bank_A,High,Fraud
V0018893,Bihar,Patna,51+,Bank_B,Low,Fraud
V0018894,Bihar,Patna,51+,Bank_C,High,Fraud
V0018895,Odisha,Chennai,18-25,Bank_A,High,Cheating
V0018896,Andhra Pradesh,Lucknow,18-25,Bank_E,Low,Cheating
V0018897,Telangana,Hyderabad,18-25,Bank_B,High,Fraud
V0018898,Telangana,Hyderabad,18-25,Bank_C,High,Fraud
V0018899,Bihar,Patna,26-35,Bank_B,Medium,Cheating
V0018900,Telangana,Hyderabad,26-35,Bank_D,High,Cheating
V0018901,Telangana,Hyderabad,26-35,Bank_B,Low,Forgery
V0018902,Telangana,Hyderabad,26-35,Bank_B,High,Cheating
V0018903,Telangana,Hyderabad,51+,Bank_B,Low,Cheating
V0018904,Telangana,Hyderabad,51+,Bank_A,High,Cheating
V0018905,Telangana,Hyderabad,36-50,Bank_B,Medium,Cheating
V0018906,Telangana,Hyderabad,26-35,Bank_B,High,Fraud
V0018907,Maharashtra,Pune,51+,Bank_E,High,Fraud
V0018908,Maharashtra,Pune,26-35,Bank_A,Medium,Cheating
V0018909,Telangana,Hyderabad,51+,Bank_A,High,Fake Profile
V0018910,Telangana,Hyderabad,18-25,Bank_A,Low,Fraud
V0018911,Bihar,Patna,26-35,Bank_A,Low,Fraud
V0018912,Telangana,Hyderabad,18-25,Bank_D,Low,Fraud
V0018913,Chhattisgarh,Chennai,51+,Bank_D,Low,Cheating
V0018914,Telangana,Hyderabad,18-25,Bank_E,Low,Cheating
V0018915,Odisha,Kolkata,26-35,Bank_E,Medium,Fraud
V0018916,Telangana,Hyderabad,36-50,Bank_C,Low,Cheating
V0018917,Bihar,Patna,36-50,Bank_A,High,Cheating
V0018918,Telangana,Hyderabad,18-25,Bank_C,High,Cheating
V0018919,Andhra Pradesh,Mumbai,36-50,Bank_A,Low,Fraud
V0018920,Telangana,Hyderabad,26-35,Bank_C,Medium,Cheating
V0018921,Bihar,Patna,18-25,Bank_D,Medium,Fraud
V0018922,Delhi,Delhi,36-50,Bank_D,High,Cheating
V0018923,Maharashtra,Mumbai,26-35,Bank_B,High,Cheating
V0018924,Telangana,Hyderabad,18-25,Bank_D,High,Cheating
V0018925,Madhya Pradesh,Pune,51+,Bank_A,High,Fraud
V0018926,Telangana,Hyderabad,36-50,Bank_D,Low,Cheating
V0018927,Telangana,Hyderabad,36-50,Bank_B,Low,Cheating
V0018928,Bihar,Patna,18-25,Bank_A,Medium,Fraud
V0018929,Telangana,Hyderabad,51+,Bank_A,High,Cheating
V0018930,Telangana,Hyderabad,51+,Bank_C,Medium,Cheating
V0018931,Bihar,Patna,51+,Bank_A,Low,Fraud
V0018932,Telangana,Hyderabad,51+,Bank_B,Medium,Fraud
V0018933,Maharashtra,Pune,26-35,Bank_D,Medium,Cheating
V0018934,Telangana,Hyderabad,36-50,Bank_D,High,Fraud
V0018935,Maharashtra,Mumbai,51+,Bank_D,Low,Cheating
V0018936,Telangana,Hyderabad,51+,Bank_C,Medium,Cheating
V0018937,Telangana,Hyderabad,26-35,Bank_A,High,Cheating
V0018938,Odisha,Chennai,36-50,Bank_A,Low,Cheating
V0018939,Bihar,Patna,26-35,Bank_A,High,Cheating
V0018940,Tamil Nadu,Chennai,36-50,Bank_D,High,Fraud
V0018941,Telangana,Hyderabad,51+,Bank_A,Medium,Fraud
V0018942,Maharashtra,Mumbai,26-35,Bank_C,Medium,Fraud
V0018943,Telangana,Hyderabad,36-50,Bank_C,Low,Fraud
V0018944,Telangana,Hyderabad,26-35,Bank_C,Low,Cheating
V0018945,Maharashtra,Pune,51+,Bank_C,High,Cheating
V0018946,Bihar,Patna,18-25,Bank_B,Low,Cheating
V0018947,Andhra Pradesh,Delhi,36-50,Bank_B,High,Cheating
V0018948,Telangana,Hyderabad,36-50,Bank_E,Medium,Cheating
V0018949,Bihar,Patna,51+,Bank_A,Medium,Cheating
V0018950,Bihar,Patna,51+,Bank_A,Low,Fraud
V0018951,Telangana,Hyderabad,26-35,Bank_D,High,Fraud
V0018952,Bihar,Patna,18-25,Bank_D,High,Fraud
V0018953,Andhra Pradesh,Ahmedabad,26-35,Bank_D,High,Cheating
V0018954,Bihar,Patna,18-25,Bank_D,High,Fake Profile
V0018955,Bihar,Patna,36-50,Bank_A,Medium,Fraud
V0018956,Telangana,Hyderabad,18-25,Bank_E,Medium,Fraud
V0018957,Bihar,Patna,51+,Bank_C,Medium,Cheating
V0018958,Telangana,Hyderabad,51+,Bank_A,Medium,Fraud
V0018959,Bihar,Patna,26-35,Bank_B,Medium,Fraud
V0018960,Jharkhand,Lucknow,18-25,Bank_B,High,Cheating
V0018961,Telangana,Hyderabad,51+,Bank_B,Medium,Fraud
V0018962,Bihar,Patna,36-50,Bank_E,High,Fraud
V0018963,Telangana,Hyderabad,18-25,Bank_D,High,Fraud
V0018964,Bihar,Patna,18-25,Bank_A,High,Fraud
V0018965,Telangana,Hyderabad,18-25,Bank_B,Low,Fraud
V0018966,Telangana,Hyderabad,51+,Bank_D,High,Fraud
V0018967,Telangana,Hyderabad,51+,Bank_D,Low,Fraud
V0018968,Telangana,Hyderabad,26-35,Bank_E,Low,Cheating
V0018969,Telangana,Hyderabad,51+,Bank_C,Low,Fraud
V0018970,Telangana,Hyderabad,51+,Bank_C,Medium,Cheating
V0018971,Odisha,Hyderabad,18-25,Bank_E,High,Fraud
V0018972,Telangana,Hyderabad,51+,Bank_C,High,Fraud
V0018973,Tamil Nadu,Chennai,36-50,Bank_A,Medium,Fraud
V0018974,Telangana,Hyderabad,26-35,Bank_C,High,Cheating
V0018975,Maharashtra,Pune,51+,Bank_D,Low,Cheating
V0018976,Telangana,Hyderabad,18-25,Bank_C,Low,Cheating
V0018977,Telangana,Hyderabad,51+,Bank_E,Low,Cheating
V0018978,Telangana,Hyderabad,18-25,Bank_C,High,Fraud
V0018979,Maharashtra,Pune,36-50,Bank_C,Low,Cheating
V0018980,Telangana,Hyderabad,51+,Bank_E,High,Fraud
V0018981,Telangana,Hyderabad,18-25,Bank_D,Low,Fraud
V0018982,Bihar,Patna,36-50,Bank_D,High,Fraud
V0018983,Telangana,Hyderabad,18-25,Bank_C,Medium,Cheating
V0018984,Telangana,Hyderabad,51+,Bank_E,Medium,Fraud
V0018985,Bihar,Patna,18-25,Bank_A,Low,Cheating
V0018986,Odisha,Delhi,36-50,Bank_E,Low,Fraud
V0018987,Tamil Nadu,Chennai,36-50,Bank_A,High,Cheating
V0018988,Telangana,Hyderabad,36-50,Bank_D,High,Cyber Blackmailing
V0018989,Odisha,Bengaluru,51+,Bank_C,Low,Fraud
V0018990,Bihar,Patna,51+,Bank_A,Medium,Fraud
V0018991,Telangana,Hyderabad,26-35,Bank_E,Medium,Cheating
V0018992,Jharkhand,Kolkata,51+,Bank_A,Medium,Fraud
V0018993,Gujarat,Ahmedabad,18-25,Bank_E,Low,Cheating
V0018994,Telangana,Hyderabad,18-25,Bank_C,High,Fraud
V0018995,Andhra Pradesh,Pune,51+,Bank_A,Low,Fraud
V0018996,Bihar,Patna,36-50,Bank_B,Low,Cheating
V0018997,Telangana,Hyderabad,26-35,Bank_D,Low,Fraud
V0018998,Telangana,Hyderabad,36-50,Bank_A,High,Cheating
V0018999,Telangana,Hyderabad,26-35,Bank_B,High,Cheating
V0019000,Andhra Pradesh,Mumbai,51+,Bank_A,Medium,Cheating
V0019001,Telangana,Hyderabad,26-35,Bank_E,Medium,Cheating
V0019002,Telangana,Hyderabad,18-25,Bank_A,Low,Cheating
V0019003,Telangana,Hyderabad,18-25,Bank_D,High,Fraud
V0019004,Telangana,Hyderabad,18-25,Bank_A,Medium,Fraud
V0019005,Telangana,Hyderabad,51+,Bank_B,Low,Fraud
V0019006,Maharashtra,Pune,36-50,Bank_D,Low,Fraud
V0019007,Telangana,Hyderabad,51+,Bank_A,Medium,Cyber Blackmailing
V0019008,Gujarat,Ahmedabad,18-25,Bank_A,Low,Cheating
V0019009,Andhra Pradesh,Pune,36-50,Bank_B,High,Fraud
V0019010,Maharashtra,Mumbai,18-25,Bank_D,High,Fraud
V0019011,Odisha,Bengaluru,18-25,Bank_D,Low,Fraud
V0019012,Bihar,Patna,36-50,Bank_E,Medium,Cheating
V0019013,Bihar,Patna,36-50,Bank_B,Medium,Fraud
V0019014,Telangana,Hyderabad,18-25,Bank_D,Low,Cheating
V0019015,Telangana,Hyderabad,36-50,Bank_E,Medium,Cheating
V0019016,Telangana,Hyderabad,51+,Bank_A,High,Fraud
V0019017,Telangana,Hyderabad,36-50,Bank_E,Low,Cheating
V0019018,Telangana,Hyderabad,18-25,Bank_C,Low,Fraud
V0019019,Telangana,Hyderabad,26-35,Bank_E,Low,Fraud
V0019020,Telangana,Hyderabad,18-25,Bank_E,Low,Cheating
V0019021,Telangana,Hyderabad,18-25,Bank_A,Medium,Cheating
V0019022,Telangana,Hyderabad,36-50,Bank_A,Low,Fraud
V0019023,Telangana,Hyderabad,36-50,Bank_D,Medium,Fraud
V0019024,Odisha,Ahmedabad,36-50,Bank_A,High,Fraud
V0019025,Odisha,Ahmedabad,51+,Bank_C,Medium,Fraud
V0019026,Telangana,Hyderabad,51+,Bank_B,Medium,Cheating
V0019027,Telangana,Hyderabad,36-50,Bank_E,Low,Fraud
V0019028,Odisha,Bengaluru,26-35,Bank_A,High,Cheating
V0019029,Telangana,Hyderabad,36-50,Bank_B,Low,Fraud
V0019030,Odisha,Bengaluru,51+,Bank_E,Medium,Fraud
V0019031,Madhya Pradesh,Pune,51+,Bank_E,High,Cheating
V0019032,Maharashtra,Pune,18-25,Bank_B,High,Cheating
V0019033,Telangana,Hyderabad,36-50,Bank_D,Low,Fraud
V0019034,Telangana,Hyderabad,18-25,Bank_B,Medium,Cheating
V0019035,Telangana,Hyderabad,26-35,Bank_A,High,Fraud
V0019036,Telangana,Hyderabad,36-50,Bank_C,High,Cyber Blackmailing
V0019037,Telangana,Hyderabad,36-50,Bank_D,High,Cheating
V0019038,Telangana,Hyderabad,26-35,Bank_C,Low,Fraud
V0019039,Bihar,Patna,51+,Bank_C,Low,Fraud
V0019040,Telangana,Hyderabad,26-35,Bank_E,High,Fraud
V0019041,Odisha,Lucknow,51+,Bank_E,Medium,Cheating
V0019042,Odisha,Pune,18-25,Bank_B,Medium,Cheating
V0019043,Bihar,Patna,36-50,Bank_D,Low,Fraud
V0019044,Telangana,Hyderabad,51+,Bank_E,Medium,Cyber Blackmailing
V0019045,Telangana,Hyderabad,36-50,Bank_D,High,Cheating
V0019046,Andhra Pradesh,Jaipur,51+,Bank_D,Low,Cheating
V0019047,Bihar,Patna,18-25,Bank_D,Low,Cheating
V0019048,Telangana,Hyderabad,26-35,Bank_C,Low,Fraud
V0019049,Telangana,Hyderabad,36-50,Bank_E,High,Fraud
V0019050,Telangana,Hyderabad,36-50,Bank_D,Medium,Cheating
V0019051,Andhra Pradesh,Kolkata,36-50,Bank_E,Medium,Cheating
V0019052,Maharashtra,Mumbai,18-25,Bank_C,Low,Fraud
V0019053,Telangana,Hyderabad,26-35,Bank_C,High,Fraud
V0019054,Maharashtra,Pune,51+,Bank_A,Medium,Cheating
V0019055,Telangana,Hyderabad,18-25,Bank_C,Low,Cheating
V0019056,Kerala,Jaipur,18-25,Bank_B,High,Cheating
V0019057,Maharashtra,Pune,51+,Bank_B,Medium,Cheating
V0019058,Telangana,Hyderabad,36-50,Bank_D,Medium,Fraud
V0019059,Telangana,Hyderabad,36-50,Bank_C,Medium,Fraud
V0019060,Telangana,Hyderabad,36-50,Bank_C,Low,Fraud
V0019061,Bihar,Patna,51+,Bank_D,Low,Fraud
V0019062,Uttar Pradesh,Lucknow,26-35,Bank_E,Low,Fraud
V0019063,Maharashtra,Pune,18-25,Bank_A,High,Cheating
V0019064,Telangana,Hyderabad,36-50,Bank_B,High,Cheating
V0019065,Maharashtra,Mumbai,36-50,Bank_D,Low,Fraud
V0019066,Telangana,Hyderabad,51+,Bank_B,High,Fraud
V0019067,Maharashtra,Mumbai,18-25,Bank_A,Medium,Cheating
V0019068,Telangana,Hyderabad,18-25,Bank_E,Low,Cheating
V0019069,Telangana,Hyderabad,18-25,Bank_E,High,Cheating
V0019070,Telangana,Hyderabad,26-35,Bank_D,High,Fraud
V0019071,Telangana,Hyderabad,18-25,Bank_C,Low,Cheating
V0019072,Telangana,Hyderabad,51+,Bank_E,Medium,Fraud
V0019073,Maharashtra,Mumbai,51+,Bank_B,Low,Cheating
V0019074,Maharashtra,Pune,26-35,Bank_B,High,Cheating
V0019075,Telangana,Hyderabad,36-50,Bank_B,High,Fraud
V0019076,Telangana,Hyderabad,18-25,Bank_A,Medium,Fraud
V0019077,Bihar,Patna,36-50,Bank_E,High,Fraud
V0019078,Telangana,Hyderabad,36-50,Bank_D,Low,Forgery
V0019079,Telangana,Hyderabad,18-25,Bank_B,High,Fraud
V0019080,Telangana,Hyderabad,36-50,Bank_D,Medium,Fraud
V0019081,Telangana,Hyderabad,36-50,Bank_A,Medium,Cheating
V0019082,Telangana,Hyderabad,36-50,Bank_C,Low,Cyber Blackmailing
V0019083,Gujarat,Ahmedabad,36-50,Bank_E,High,Fraud
V0019084,Maharashtra,Pune,51+,Bank_A,Medium,Cheating
V0019085,Bihar,Patna,36-50,Bank_E,High,Fraud
V0019086,Bihar,Patna,18-25,Bank_B,High,Fraud
V0019087,Telangana,Hyderabad,18-25,Bank_D,Low,Fraud
V0019088,Telangana,Hyderabad,18-25,Bank_B,High,Fraud
V0019089,Telangana,Hyderabad,26-35,Bank_B,Low,Fraud
V0019090,Odisha,Lucknow,36-50,Bank_A,High,Cheating
V0019091,Bihar,Patna,51+,Bank_C,Medium,Fraud
V0019092,Andhra Pradesh,Mumbai,18-25,Bank_A,Low,Cheating
V0019093,Tamil Nadu,Chennai,36-50,Bank_E,Medium,Cheating
V0019094,Telangana,Hyderabad,36-50,Bank_C,High,Cheating
V0019095,Telangana,Hyderabad,36-50,Bank_A,High,Cheating
V0019096,Delhi,Delhi,18-25,Bank_C,Low,Cheating
V0019097,Telangana,Hyderabad,51+,Bank_A,High,Cheating
V0019098,Telangana,Hyderabad,18-25,Bank_A,Medium,Fraud
V0019099,Maharashtra,Pune,18-25,Bank_C,Medium,Fraud
V0019100,Odisha,Bengaluru,51+,Bank_E,High,Fraud
V0019101,Odisha,Lucknow,26-35,Bank_D,Medium,Fraud
V0019102,Maharashtra,Pune,18-25,Bank_C,Medium,Cheating
V0019103,Telangana,Hyderabad,36-50,Bank_E,Medium,Cheating
V0019104,Telangana,Hyderabad,51+,Bank_C,Low,Fraud
V0019105,Bihar,Patna,26-35,Bank_A,High,Cheating
V0019106,Telangana,Hyderabad,36-50,Bank_E,Low,Fraud
V0019107,Telangana,Hyderabad,18-25,Bank_E,Low,Fraud
V0019108,Telangana,Hyderabad,18-25,Bank_A,Low,Fraud
V0019109,Bihar,Patna,36-50,Bank_A,High,Fraud
V0019110,Maharashtra,Pune,51+,Bank_D,Low,Cheating
V0019111,Andhra Pradesh,Delhi,51+,Bank_C,Medium,Fraud
V0019112,Andhra Pradesh,Ahmedabad,51+,Bank_C,Medium,Cheating
V0019113,Maharashtra,Pune,51+,Bank_E,High,Forgery
V0019114,Telangana,Hyderabad,26-35,Bank_D,Low,Fraud
V0019115,Telangana,Hyderabad,51+,Bank_A,Low,Cyber Blackmailing
V0019116,Bihar,Patna,51+,Bank_D,Medium,Fraud
V0019117,Telangana,Hyderabad,51+,Bank_D,Medium,Fraud
V0019118,Uttar Pradesh,Lucknow,18-25,Bank_E,High,Cheating
V0019119,Tamil Nadu,Chennai,18-25,Bank_B,Low,Fraud
V0019120,Telangana,Hyderabad,51+,Bank_C,High,Cheating
V0019121,Telangana,Hyderabad,26-35,Bank_B,Medium,Cheating
V0019122,Telangana,Hyderabad,51+,Bank_C,High,Fraud
V0019123,Bihar,Patna,26-35,Bank_E,Low,Fraud
V0019124,Telangana,Hyderabad,36-50,Bank_D,High,Fraud
V0019125,Andhra Pradesh,Lucknow,18-25,Bank_D,Low,Fraud
V0019126,Maharashtra,Mumbai,18-25,Bank_E,Low,Fraud
V0019127,Bihar,Patna,26-35,Bank_C,Medium,Fraud
V0019128,Bihar,Patna,51+,Bank_B,Low,Cheating
V0019129,Telangana,Hyderabad,18-25,Bank_A,Low,Fraud
V0019130,Tamil Nadu,Chennai,36-50,Bank_A,Low,Fraud
V0019131,Telangana,Hyderabad,18-25,Bank_E,Low,Cheating
V0019132,Uttar Pradesh,Lucknow,18-25,Bank_B,High,Fraud
V0019133,Bihar,Patna,36-50,Bank_C,Low,Cheating
V0019134,Odisha,Chennai,26-35,Bank_E,Low,Fraud
V0019135,Telangana,Hyderabad,36-50,Bank_C,Medium,Fraud
V0019136,Telangana,Hyderabad,18-25,Bank_B,Medium,Cheating
V0019137,Telangana,Hyderabad,51+,Bank_C,Low,Cheating
V0019138,Odisha,Ahmedabad,36-50,Bank_B,Medium,Cheating
V0019139,Telangana,Hyderabad,18-25,Bank_C,High,Fraud
V0019140,Uttar Pradesh,Lucknow,26-35,Bank_E,Low,Fraud
V0019141,Telangana,Hyderabad,51+,Bank_E,High,Fraud
V0019142,Telangana,Hyderabad,51+,Bank_E,Low,Cheating
V0019143,Bihar,Patna,18-25,Bank_B,Medium,Cheating
V0019144,Telangana,Hyderabad,36-50,Bank_A,Low,Cheating
V0019145,Telangana,Hyderabad,51+,Bank_B,High,Cheating
V0019146,Telangana,Hyderabad,18-25,Bank_D,Medium,Fraud
V0019147,Bihar,Patna,18-25,Bank_B,High,Fraud
V0019148,Telangana,Hyderabad,18-25,Bank_B,High,Fraud
V0019149,Telangana,Hyderabad,36-50,Bank_B,Low,Fraud
V0019150,Telangana,Hyderabad,26-35,Bank_A,High,Fraud
V0019151,Telangana,Hyderabad,36-50,Bank_E,Medium,Fraud
V0019152,Bihar,Patna,36-50,Bank_C,Low,Cheating
V0019153,Bihar,Patna,18-25,Bank_D,High,Fraud
V0019154,Telangana,Hyderabad,26-35,Bank_A,Low,Fraud
V0019155,Telangana,Hyderabad,26-35,Bank_C,High,Fraud
V0019156,Telangana,Hyderabad,18-25,Bank_A,Low,Cheating
V0019157,Bihar,Patna,36-50,Bank_C,Medium,Fraud
V0019158,Bihar,Patna,36-50,Bank_A,Low,Cheating
V0019159,Telangana,Hyderabad,26-35,Bank_D,High,Cheating
V0019160,Andhra Pradesh,Ahmedabad,36-50,Bank_C,High,Cheating
V0019161,Maharashtra,Pune,18-25,Bank_B,High,Fraud
V0019162,Telangana,Hyderabad,18-25,Bank_E,Low,Cheating
V0019163,Telangana,Hyderabad,51+,Bank_A,Low,Fraud
V0019164,Odisha,Patna,18-25,Bank_B,High,Fraud
V0019165,Uttar Pradesh,Lucknow,51+,Bank_E,Low,Cheating
V0019166,Telangana,Hyderabad,18-25,Bank_A,Low,Fraud
V0019167,Telangana,Hyderabad,18-25,Bank_A,High,Fraud
V0019168,Telangana,Hyderabad,26-35,Bank_B,High,Fraud
V0019169,Telangana,Hyderabad,51+,Bank_E,High,Fraud
V0019170,Maharashtra,Pune,51+,Bank_C,Low,Cheating
V0019171,Telangana,Hyderabad,51+,Bank_B,High,Fraud
V0019172,Tamil Nadu,Chennai,26-35,Bank_B,Medium,Cheating
V0019173,Telangana,Hyderabad,18-25,Bank_C,Low,Cheating
V0019174,Telangana,Hyderabad,18-25,Bank_A,Medium,Fraud
V0019175,Bihar,Patna,18-25,Bank_E,High,Fraud
V0019176,Telangana,Hyderabad,36-50,Bank_E,Low,Fraud
V0019177,Telangana,Hyderabad,51+,Bank_A,Low,Cheating
V0019178,Telangana,Hyderabad,36-50,Bank_B,High,Cyber Blackmailing
V0019179,Telangana,Hyderabad,26-35,Bank_C,Medium,Fraud
V0019180,Jharkhand,Patna,18-25,Bank_B,High,Cheating
V0019181,Bihar,Patna,18-25,Bank_E,High,Cyber Blackmailing
V0019182,Uttar Pradesh,Lucknow,36-50,Bank_E,Medium,Fraud
V0019183,Telangana,Hyderabad,36-50,Bank_D,High,Fraud
V0019184,Telangana,Hyderabad,26-35,Bank_B,Medium,Fraud
V0019185,Bihar,Patna,18-25,Bank_D,Low,Fraud
V0019186,Bihar,Patna,51+,Bank_A,Low,Forgery
V0019187,Telangana,Hyderabad,26-35,Bank_D,Low,Fraud
V0019188,Andhra Pradesh,Jaipur,51+,Bank_D,Medium,Fraud
V0019189,Telangana,Hyderabad,18-25,Bank_C,High,Cheating
V0019190,Telangana,Hyderabad,26-35,Bank_A,High,Cheating
V0019191,Maharashtra,Mumbai,51+,Bank_D,Medium,Cheating
V0019192,Uttar Pradesh,Lucknow,51+,Bank_D,Medium,Cheating
V0019193,Odisha,Ahmedabad,51+,Bank_E,High,Fraud
V0019194,Telangana,Hyderabad,26-35,Bank_C,Medium,Fraud
V0019195,Telangana,Hyderabad,51+,Bank_A,Low,Fraud
V0019196,Telangana,Hyderabad,51+,Bank_C,Low,Cheating
V0019197,Telangana,Hyderabad,26-35,Bank_C,High,Cheating
V0019198,Tamil Nadu,Chennai,18-25,Bank_C,Medium,Cheating
