complaint_id,fraud_type,amount,state,city,chain_depth,prior_case_count,mule_reputation,account_age_days,ring_size,account_type,channel
C0019036,Cyber Blackmailing,226600.0,Telangana,Hyderabad,3,448,1.0,873,3,SAVINGS,BRANCH
C0019037,Cheating,822900.0,Telangana,Hyderabad,3,1798,1.0,1301,3,SAVINGS,BRANCH
C0019038,Fraud,142900.0,Telangana,Hyderabad,3,434,1.0,1812,3,CURRENT,BRANCH
C0019039,Fraud,12500.0,Bihar,Patna,4,77,1.0,1636,4,SAVINGS,ATM
C0019040,Fraud,1000.0,Telangana,Hyderabad,3,24,0.9998,491,3,SAVINGS,ATM
C0019041,Cheating,123300.0,Odisha,Lucknow,4,372,1.0,602,8,SAVINGS,ATM
C0019042,Cheating,12900.0,Odisha,Pune,3,1809,1.0,1619,3,SAVINGS,BRANCH
C0019043,Fraud,1000.0,Bihar,Patna,3,217,1.0,1176,3,SAVINGS,ATM
C0019044,Cyber Blackmailing,96100.0,Telangana,Hyderabad,6,58,1.0,1267,18,SAVINGS,ATM
C0019045,Cheating,294100.0,Telangana,Hyderabad,3,15,0.9948,871,3,SAVINGS,BRANCH
C0019046,Cheating,33500.0,Andhra Pradesh,Jaipur,3,53,1.0,47,18,CURRENT,ATM
C0019047,Cheating,6900.0,Bihar,Patna,3,43,1.0,1100,3,SAVINGS,BRANCH
C0019048,Fraud,1900.0,Telangana,Hyderabad,3,3987,1.0,1227,3,SAVINGS,BRANCH
C0019049,Fraud,15500.0,Telangana,Hyderabad,3,186,1.0,148,5,SAVINGS,BRANCH
C0019050,Cheating,16100.0,Telangana,Hyderabad,5,67,1.0,289,18,SAVINGS,BRANCH
C0019051,Cheating,991700.0,Andhra Pradesh,Kolkata,3,4,0.7534,1819,18,SAVINGS,BRANCH
C0019052,Fraud,16100.0,Maharashtra,Mumbai,3,555,1.0,157,3,SAVINGS,BRANCH
C0019053,Fraud,202700.0,Telangana,Hyderabad,3,556,1.0,157,3,SAVINGS,ATM
C0019054,Cheating,277100.0,Maharashtra,Pune,3,819,1.0,1756,3,SAVINGS,BRANCH
C0019055,Cheating,39400.0,Telangana,Hyderabad,2,471,1.0,711,12,SAVINGS,ATM
C0019056,Cheating,143700.0,Kerala,Jaipur,2,820,1.0,1756,3,SAVINGS,BRANCH
C0019057,Cheating,370300.0,Maharashtra,Pune,4,123,1.0,1219,6,SAVINGS,BRANCH
C0019058,Fraud,713300.0,Telangana,Hyderabad,3,3988,1.0,1227,3,SAVINGS,BRANCH
C0019059,Fraud,2300.0,Telangana,Hyderabad,6,54,1.0,2059,18,SAVINGS,ATM
C0019060,Fraud,49600.0,Telangana,Hyderabad,3,8,0.9392,72,12,SAVINGS,ATM
C0019061,Fraud,1800.0,Bihar,Patna,5,483,1.0,1026,12,SAVINGS,ATM
C0019062,Fraud,3900.0,Uttar Pradesh,Lucknow,4,17,0.9974,1457,4,SAVINGS,ATM
C0019063,Cheating,198200.0,Maharashtra,Pune,4,97,1.0,2010,8,SAVINGS,ATM
C0019064,Cheating,2300.0,Telangana,Hyderabad,4,484,1.0,1026,12,SAVINGS,ATM
C0019065,Fraud,106200.0,Maharashtra,Mumbai,5,17,0.9974,11,8,SAVINGS,BRANCH
C0019066,Fraud,56000.0,Telangana,Hyderabad,3,6,0.8775,577,3,CURRENT,ATM
C0019067,Cheating,72100.0,Maharashtra,Mumbai,3,176,1.0,1566,9,CURRENT,ATM
C0019068,Cheating,163300.0,Telangana,Hyderabad,3,4003,1.0,870,3,SAVINGS,BRANCH
C0019069,Cheating,154100.0,Telangana,Hyderabad,3,382,1.0,431,8,CURRENT,BRANCH
C0019070,Fraud,31000.0,Telangana,Hyderabad,3,221,1.0,2183,3,SAVINGS,BRANCH
C0019071,Cheating,1828400.0,Telangana,Hyderabad,3,352,1.0,1141,8,CURRENT,ATM
C0019072,Fraud,142300.0,Telangana,Hyderabad,3,96,1.0,1035,3,SAVINGS,BRANCH
C0019073,Cheating,15600.0,Maharashtra,Mumbai,3,4004,1.0,870,3,SAVINGS,ATM
C0019074,Cheating,7500.0,Maharashtra,Pune,3,445,1.0,2033,12,CURRENT,BRANCH
C0019075,Fraud,1062900.0,Telangana,Hyderabad,3,139,1.0,1521,3,SAVINGS,BRANCH
C0019076,Fraud,267500.0,Telangana,Hyderabad,3,197,1.0,447,5,CURRENT,BRANCH
C0019077,Fraud,2220000.0,Bihar,Patna,3,4005,1.0,870,3,SAVINGS,BRANCH
C0019078,Forgery,250600.0,Telangana,Hyderabad,3,450,1.0,873,3,SAVINGS,ATM
C0019079,Fraud,36100.0,Telangana,Hyderabad,3,3992,1.0,1227,3,SAVINGS,BRANCH
C0019080,Fraud,111100.0,Telangana,Hyderabad,3,3993,1.0,1227,3,SAVINGS,BRANCH
C0019081,Cheating,45200.0,Telangana,Hyderabad,3,87,1.0,934,3,SAVINGS,ATM
C0019082,Cyber Blackmailing,42500.0,Telangana,Hyderabad,3,3994,1.0,1227,3,SAVINGS,ATM
C0019083,Fraud,27700.0,Gujarat,Ahmedabad,2,12,0.985,219,4,CURRENT,ATM
C0019084,Cheating,204700.0,Maharashtra,Pune,3,571,1.0,1649,3,SAVINGS,BRANCH
C0019085,Fraud,16500.0,Bihar,Patna,3,4009,1.0,870,3,SAVINGS,ATM
C0019086,Fraud,13900.0,Bihar,Patna,3,1800,1.0,1654,3,SAVINGS,ATM
C0019087,Fraud,50300.0,Telangana,Hyderabad,3,4010,1.0,870,3,SAVINGS,BRANCH
C0019088,Fraud,16400.0,Telangana,Hyderabad,3,3997,1.0,1227,3,SAVINGS,ATM
C0019089,Fraud,90600.0,Telangana,Hyderabad,4,53,1.0,78,18,SAVINGS,ATM
C0019090,Cheating,13100.0,Odisha,Lucknow,3,3998,1.0,1227,3,SAVINGS,BRANCH
C0019091,Fraud,14100.0,Bihar,Patna,4,255,1.0,277,5,SAVINGS,ATM
C0019092,Cheating,18600.0,Andhra Pradesh,Mumbai,3,3999,1.0,1227,3,SAVINGS,BRANCH
C0019093,Cheating,14400.0,Tamil Nadu,Chennai,3,4007,1.0,1451,3,SAVINGS,ATM
C0019094,Cheating,15400.0,Telangana,Hyderabad,3,4001,1.0,1227,3,SAVINGS,ATM
C0019095,Cheating,6000.0,Telangana,Hyderabad,3,38,1.0,1965,3,SAVINGS,BRANCH
C0019096,Cheating,1500.0,Delhi,Delhi,6,53,1.0,340,18,SAVINGS,ATM
C0019097,Cheating,143400.0,Telangana,Hyderabad,3,121,1.0,1743,6,CURRENT,BRANCH
C0019098,Fraud,14000.0,Telangana,Hyderabad,4,182,1.0,267,5,CURRENT,ATM
C0019099,Fraud,9300.0,Maharashtra,Pune,3,821,1.0,1756,3,SAVINGS,ATM
C0019100,Fraud,1445800.0,Odisha,Bengaluru,3,20,0.9991,322,8,CURRENT,BRANCH
C0019101,Fraud,28900.0,Odisha,Lucknow,3,1801,1.0,1654,3,SAVINGS,BRANCH
C0019102,Cheating,59500.0,Maharashtra,Pune,3,4002,1.0,1227,3,SAVINGS,ATM
C0019103,Cheating,5600.0,Telangana,Hyderabad,3,4017,1.0,870,3,SAVINGS,ATM
C0019104,Fraud,287800.0,Telangana,Hyderabad,3,4004,1.0,1227,3,SAVINGS,BRANCH
C0019105,Cheating,129100.0,Bihar,Patna,3,61,1.0,22,3,SAVINGS,BRANCH
C0019106,Fraud,10000.0,Telangana,Hyderabad,3,4005,1.0,1227,3,SAVINGS,BRANCH
C0019107,Fraud,390500.0,Telangana,Hyderabad,3,33,1.0,1306,8,SAVINGS,ATM
C0019108,Fraud,8100.0,Telangana,Hyderabad,3,4020,1.0,870,3,SAVINGS,BRANCH
C0019109,Fraud,1355500.0,Bihar,Patna,3,46,1.0,1700,3,SAVINGS,BRANCH
C0019110,Cheating,1100.0,Maharashtra,Pune,3,6,0.8775,1668,3,SAVINGS,ATM
C0019111,Fraud,1000.0,Andhra Pradesh,Delhi,3,4007,1.0,1227,3,SAVINGS,ATM
C0019112,Cheating,5400.0,Andhra Pradesh,Ahmedabad,4,53,1.0,1360,18,SAVINGS,ATM
C0019113,Forgery,1000.0,Maharashtra,Pune,3,45,1.0,2169,3,SAVINGS,BRANCH
C0019114,Fraud,1000.0,Telangana,Hyderabad,3,4008,1.0,1227,3,SAVINGS,BRANCH
C0019115,Cyber Blackmailing,391300.0,Telangana,Hyderabad,4,72,1.0,1564,6,CURRENT,BRANCH
C0019116,Fraud,1400.0,Bihar,Patna,3,451,1.0,873,3,SAVINGS,BRANCH
C0019117,Fraud,13700.0,Telangana,Hyderabad,3,1802,1.0,1301,3,SAVINGS,ATM
C0019118,Cheating,76700.0,Uttar Pradesh,Lucknow,3,82,1.0,1675,4,SAVINGS,BRANCH
C0019119,Fraud,7900.0,Tamil Nadu,Chennai,3,822,1.0,1756,3,SAVINGS,BRANCH
C0019120,Cheating,204400.0,Telangana,Hyderabad,4,90,1.0,136,8,SAVINGS,ATM
C0019121,Cheating,7300.0,Telangana,Hyderabad,3,801,1.0,574,3,SAVINGS,ATM
C0019122,Fraud,1400.0,Telangana,Hyderabad,3,222,1.0,2183,3,SAVINGS,BRANCH
C0019123,Fraud,2176000.0,Bihar,Patna,4,375,1.0,602,8,SAVINGS,BRANCH
C0019124,Fraud,14200.0,Telangana,Hyderabad,2,4009,1.0,1227,3,SAVINGS,ATM
C0019125,Fraud,65200.0,Andhra Pradesh,Lucknow,3,1,0.2953,1880,3,SAVINGS,BRANCH
C0019126,Fraud,37400.0,Maharashtra,Mumbai,4,191,1.0,819,7,SAVINGS,ATM
C0019127,Fraud,227800.0,Bihar,Patna,2,558,1.0,157,3,SAVINGS,BRANCH
C0019128,Cheating,11900.0,Bihar,Patna,3,46,1.0,1495,3,SAVINGS,BRANCH
C0019129,Fraud,298100.0,Telangana,Hyderabad,3,47,1.0,1700,3,SAVINGS,BRANCH
C0019130,Fraud,274700.0,Tamil Nadu,Chennai,3,824,1.0,1756,3,SAVINGS,BRANCH
C0019131,Cheating,55000.0,Telangana,Hyderabad,3,313,1.0,1812,5,SAVINGS,ATM
C0019132,Fraud,2500.0,Uttar Pradesh,Lucknow,3,4010,1.0,1227,3,SAVINGS,BRANCH
C0019133,Cheating,44700.0,Bihar,Patna,4,3,0.6501,531,14,SAVINGS,ATM
C0019134,Fraud,18200.0,Odisha,Chennai,3,53,1.0,2138,4,SAVINGS,ATM
C0019135,Fraud,18300.0,Telangana,Hyderabad,4,377,1.0,707,8,CURRENT,BRANCH
C0019136,Cheating,22100.0,Telangana,Hyderabad,2,63,1.0,1873,18,SAVINGS,BRANCH
C0019137,Cheating,107500.0,Telangana,Hyderabad,3,825,1.0,1756,3,SAVINGS,ATM
C0019138,Cheating,3500.0,Odisha,Ahmedabad,3,4011,1.0,1227,3,SAVINGS,ATM
C0019139,Fraud,344000.0,Telangana,Hyderabad,5,54,1.0,47,18,CURRENT,BRANCH
C0019140,Fraud,1149400.0,Uttar Pradesh,Lucknow,3,93,1.0,1244,3,SAVINGS,BRANCH
C0019141,Fraud,977900.0,Telangana,Hyderabad,5,475,1.0,387,12,SAVINGS,ATM
C0019142,Cheating,67100.0,Telangana,Hyderabad,4,11,0.9787,1819,18,SAVINGS,BRANCH
C0019143,Cheating,3600.0,Bihar,Patna,4,327,1.0,2146,5,CURRENT,ATM
C0019144,Cheating,713400.0,Telangana,Hyderabad,2,136,1.0,205,3,SAVINGS,ATM
C0019145,Cheating,2100.0,Telangana,Hyderabad,3,134,1.0,1169,6,SAVINGS,BRANCH
C0019146,Fraud,14000.0,Telangana,Hyderabad,4,24,0.9998,1695,18,SAVINGS,ATM
C0019147,Fraud,1400.0,Bihar,Patna,3,4018,1.0,1451,3,SAVINGS,ATM
C0019148,Fraud,228500.0,Telangana,Hyderabad,2,40,1.0,155,4,SAVINGS,BRANCH
C0019149,Fraud,490800.0,Telangana,Hyderabad,3,1803,1.0,1301,3,SAVINGS,BRANCH
C0019150,Fraud,54300.0,Telangana,Hyderabad,3,452,1.0,873,3,SAVINGS,ATM
C0019151,Fraud,1000.0,Telangana,Hyderabad,3,89,1.0,1223,3,SAVINGS,ATM
C0019152,Cheating,1363200.0,Bihar,Patna,3,486,1.0,1680,12,SAVINGS,BRANCH
C0019153,Fraud,1000.0,Bihar,Patna,3,26,0.9999,1340,4,SAVINGS,ATM
C0019154,Fraud,14000.0,Telangana,Hyderabad,3,8,0.9392,530,3,SAVINGS,ATM
C0019155,Fraud,9700.0,Telangana,Hyderabad,3,1814,1.0,1619,3,SAVINGS,ATM
C0019156,Cheating,12900.0,Telangana,Hyderabad,3,36,1.0,1579,3,SAVINGS,ATM
C0019157,Fraud,222900.0,Bihar,Patna,4,91,1.0,136,8,SAVINGS,BRANCH
C0019158,Cheating,10300.0,Bihar,Patna,3,4013,1.0,1227,3,SAVINGS,ATM
C0019159,Cheating,32700.0,Telangana,Hyderabad,3,4014,1.0,1227,3,SAVINGS,ATM
C0019160,Cheating,60200.0,Andhra Pradesh,Ahmedabad,2,89,1.0,2002,3,SAVINGS,ATM
C0019161,Fraud,23200.0,Maharashtra,Pune,2,438,1.0,1812,3,CURRENT,BRANCH
C0019162,Cheating,167600.0,Telangana,Hyderabad,3,40,1.0,716,3,SAVINGS,ATM
C0019163,Fraud,583800.0,Telangana,Hyderabad,3,83,1.0,1675,4,SAVINGS,BRANCH
C0019164,Fraud,204100.0,Odisha,Patna,2,2,0.5034,1923,17,SAVINGS,ATM
C0019165,Cheating,473800.0,Uttar Pradesh,Lucknow,4,446,1.0,2033,12,CURRENT,BRANCH
C0019166,Fraud,2220000.0,Telangana,Hyderabad,3,10,0.9698,236,3,SAVINGS,BRANCH
C0019167,Fraud,14100.0,Telangana,Hyderabad,3,8,0.9392,593,3,SAVINGS,ATM
C0019168,Fraud,134800.0,Telangana,Hyderabad,3,4015,1.0,1227,3,SAVINGS,BRANCH
C0019169,Fraud,7600.0,Telangana,Hyderabad,5,176,1.0,1074,9,SAVINGS,ATM
C0019170,Cheating,197900.0,Maharashtra,Pune,3,109,1.0,269,3,SAVINGS,BRANCH
C0019171,Fraud,28100.0,Telangana,Hyderabad,3,175,1.0,1619,9,SAVINGS,ATM
C0019172,Cheating,175500.0,Tamil Nadu,Chennai,5,470,1.0,625,12,SAVINGS,BRANCH
C0019173,Cheating,60700.0,Telangana,Hyderabad,3,814,1.0,1797,3,SAVINGS,ATM
C0019174,Fraud,14300.0,Telangana,Hyderabad,5,509,1.0,886,12,SAVINGS,ATM
C0019175,Fraud,15700.0,Bihar,Patna,3,223,1.0,2183,3,SAVINGS,ATM
C0019176,Fraud,1100.0,Telangana,Hyderabad,3,92,1.0,1907,3,SAVINGS,ATM
C0019177,Cheating,35100.0,Telangana,Hyderabad,4,256,1.0,277,5,SAVINGS,ATM
C0019178,Cyber Blackmailing,92200.0,Telangana,Hyderabad,3,815,1.0,1797,3,SAVINGS,ATM
C0019179,Fraud,6500.0,Telangana,Hyderabad,3,26,0.9999,1338,18,SAVINGS,BRANCH
C0019180,Cheating,1400.0,Jharkhand,Patna,2,4016,1.0,1227,3,SAVINGS,BRANCH
C0019181,Cyber Blackmailing,701800.0,Bihar,Patna,4,62,1.0,445,18,CURRENT,ATM
C0019182,Fraud,436000.0,Uttar Pradesh,Lucknow,3,18,0.9982,776,7,SAVINGS,ATM
C0019183,Fraud,138900.0,Telangana,Hyderabad,3,13,0.9894,622,6,CURRENT,BRANCH
C0019184,Fraud,210000.0,Telangana,Hyderabad,3,4017,1.0,1227,3,SAVINGS,BRANCH
C0019185,Fraud,1300.0,Bihar,Patna,3,4018,1.0,1227,3,SAVINGS,ATM
C0019186,Forgery,12400.0,Bihar,Patna,3,1815,1.0,1619,3,SAVINGS,BRANCH
C0019187,Fraud,250800.0,Telangana,Hyderabad,3,46,1.0,584,3,SAVINGS,BRANCH
C0019188,Fraud,2220000.0,Andhra Pradesh,Jaipur,3,45,1.0,1100,3,SAVINGS,BRANCH
C0019189,Cheating,211300.0,Telangana,Hyderabad,3,16,0.9963,352,3,CURRENT,BRANCH
C0019190,Cheating,4900.0,Telangana,Hyderabad,3,4019,1.0,1227,3,SAVINGS,BRANCH
C0019191,Cheating,3900.0,Maharashtra,Mumbai,4,35,1.0,365,11,SAVINGS,ATM
C0019192,Cheating,84800.0,Uttar Pradesh,Lucknow,3,4020,1.0,1227,3,SAVINGS,BRANCH
C0019193,Fraud,2220000.0,Odisha,Ahmedabad,3,816,1.0,1797,3,SAVINGS,BRANCH
C0019194,Fraud,35300.0,Telangana,Hyderabad,2,332,1.0,1441,5,SAVINGS,ATM
C0019195,Fraud,37400.0,Telangana,Hyderabad,3,568,1.0,1935,3,SAVINGS,ATM
C0019196,Cheating,74100.0,Telangana,Hyderabad,3,33,1.0,407,3,SAVINGS,BRANCH
C0019197,Cheating,593100.0,Telangana,Hyderabad,2,4034,1.0,870,3,SAVINGS,BRANCH
C0019198,Cheating,389400.0,Tamil Nadu,Chennai,3,9,0.9571,709,3,SAVINGS,BRANCH
C0019199,Cheating,44400.0,Bihar,Patna,3,7,0.9137,322,3,SAVINGS,BRANCH
C0019200,Fraud,131000.0,Tamil Nadu,Chennai,3,60,1.0,1764,5,SAVINGS,BRANCH
C0019201,Cheating,19400.0,Telangana,Hyderabad,3,112,1.0,502,3,SAVINGS,BRANCH
C0019202,Fraud,72200.0,Telangana,Hyderabad,3,4022,1.0,1227,3,SAVINGS,ATM
C0019203,Fraud,3100.0,Telangana,Hyderabad,3,1806,1.0,1654,3,SAVINGS,BRANCH
C0019204,Fraud,3700.0,Telangana,Hyderabad,3,4036,1.0,870,3,SAVINGS,ATM
C0019205,Fraud,53400.0,Odisha,Bengaluru,3,4029,1.0,1451,3,SAVINGS,BRANCH
C0019206,Fraud,55300.0,Telangana,Hyderabad,5,378,1.0,707,8,CURRENT,BRANCH
C0019207,Cheating,1200.0,Maharashtra,Mumbai,3,38,1.0,1940,3,SAVINGS,ATM
C0019208,Cheating,21000.0,Tamil Nadu,Chennai,3,1807,1.0,1654,3,SAVINGS,ATM
C0019209,Fraud,42200.0,Telangana,Hyderabad,3,87,1.0,1173,3,SAVINGS,BRANCH
C0019210,Fraud,47700.0,Telangana,Hyderabad,4,68,1.0,2009,8,SAVINGS,ATM
C0019211,Cheating,2600.0,Telangana,Hyderabad,4,178,1.0,1074,9,SAVINGS,ATM
C0019212,Cheating,124300.0,Telangana,Hyderabad,3,4030,1.0,1451,3,SAVINGS,BRANCH
C0019213,Cheating,155900.0,Telangana,Hyderabad,2,1818,1.0,1619,3,SAVINGS,BRANCH
C0019214,Cheating,41800.0,Telangana,Hyderabad,2,98,1.0,2010,8,SAVINGS,ATM
C0019215,Fraud,7800.0,Delhi,Delhi,3,42,1.0,711,3,SAVINGS,ATM
C0019216,Cheating,333800.0,Bihar,Patna,3,1808,1.0,1301,3,SAVINGS,ATM
C0019217,Fraud,16100.0,Odisha,Jaipur,3,560,1.0,157,3,SAVINGS,ATM
C0019218,Fraud,23500.0,Gujarat,Ahmedabad,3,29,1.0,1867,3,CURRENT,BRANCH
C0019219,Fraud,81600.0,Telangana,Hyderabad,3,23,0.9997,1034,3,CURRENT,ATM
C0019220,Fraud,1172200.0,Telangana,Hyderabad,3,575,1.0,1649,3,SAVINGS,BRANCH
C0019221,Fraud,264200.0,Bihar,Patna,3,50,1.0,1582,4,SAVINGS,BRANCH
C0019222,Cyber Blackmailing,19600.0,Telangana,Hyderabad,3,6,0.8775,450,3,SAVINGS,BRANCH
C0019223,Cheating,72700.0,Telangana,Hyderabad,3,562,1.0,157,3,SAVINGS,BRANCH
C0019224,Cheating,21000.0,Delhi,Delhi,4,84,1.0,1675,4,SAVINGS,ATM
C0019225,Cheating,212600.0,Telangana,Hyderabad,3,4039,1.0,870,3,SAVINGS,BRANCH
C0019226,Cheating,21900.0,Telangana,Hyderabad,2,7,0.9137,854,5,CURRENT,BRANCH
C0019227,Cheating,78700.0,Telangana,Hyderabad,3,4032,1.0,1451,3,SAVINGS,ATM
C0019228,Fraud,24100.0,Andhra Pradesh,Ahmedabad,2,223,1.0,2130,3,SAVINGS,ATM
C0019229,Cheating,266200.0,Telangana,Hyderabad,2,124,1.0,1219,6,SAVINGS,BRANCH
C0019230,Cheating,1456200.0,Telangana,Hyderabad,3,829,1.0,1756,3,SAVINGS,BRANCH
C0019231,Fraud,155200.0,Telangana,Hyderabad,3,1809,1.0,1301,3,SAVINGS,BRANCH
C0019232,Fraud,2220000.0,Telangana,Hyderabad,6,476,1.0,711,12,SAVINGS,BRANCH
C0019233,Cheating,2200.0,Odisha,Lucknow,3,4033,1.0,1451,3,SAVINGS,ATM
C0019234,Fraud,65700.0,Bihar,Patna,4,36,1.0,2050,4,CURRENT,BRANCH
C0019235,Fraud,457800.0,Telangana,Hyderabad,3,29,1.0,985,5,SAVINGS,BRANCH
C0019236,Fraud,12900.0,Telangana,Hyderabad,2,1810,1.0,1301,3,SAVINGS,ATM
C0019237,Fraud,153700.0,Bihar,Patna,4,477,1.0,711,12,SAVINGS,BRANCH
C0019238,Fraud,163500.0,Maharashtra,Pune,3,4029,1.0,1227,3,SAVINGS,ATM
C0019239,Fraud,1248900.0,Telangana,Hyderabad,5,8,0.9392,1856,18,SAVINGS,BRANCH
C0019240,Cheating,124500.0,Telangana,Hyderabad,3,1822,1.0,1619,3,SAVINGS,ATM
C0019241,Cheating,68300.0,Bihar,Patna,3,563,1.0,157,3,SAVINGS,ATM
C0019242,Cheating,7800.0,Telangana,Hyderabad,3,1812,1.0,1301,3,SAVINGS,ATM
C0019243,Fraud,1000.0,Bihar,Patna,3,4043,1.0,870,3,SAVINGS,ATM
C0019244,Fraud,10000.0,Telangana,Hyderabad,3,4,0.7534,458,3,SAVINGS,ATM
C0019245,Fraud,255800.0,Odisha,Lucknow,3,30,1.0,1870,3,SAVINGS,BRANCH
C0019246,Fraud,1100.0,Uttar Pradesh,Lucknow,3,4031,1.0,1227,3,SAVINGS,ATM
C0019247,Cheating,118700.0,Maharashtra,Pune,3,4032,1.0,1227,3,SAVINGS,BRANCH
C0019248,Fraud,37800.0,Bihar,Patna,3,4046,1.0,870,3,SAVINGS,BRANCH
C0019249,Fraud,4800.0,Telangana,Hyderabad,4,136,1.0,1176,6,SAVINGS,ATM
C0019250,Cheating,21200.0,Uttar Pradesh,Lucknow,3,90,1.0,1229,8,SAVINGS,ATM
C0019251,Fraud,6200.0,Maharashtra,Mumbai,3,830,1.0,1756,3,SAVINGS,ATM
C0019252,Fraud,47700.0,Telangana,Hyderabad,3,47,1.0,1801,3,SAVINGS,ATM
C0019253,Fraud,388800.0,Telangana,Hyderabad,2,6,0.8775,1572,3,SAVINGS,BRANCH
C0019254,Cheating,313500.0,Bihar,Patna,4,25,0.9998,1695,18,SAVINGS,BRANCH
C0019255,Fake Profile,63000.0,Telangana,Hyderabad,3,1813,1.0,1301,3,SAVINGS,ATM
C0019256,Fraud,35400.0,Telangana,Hyderabad,4,51,1.0,1582,4,SAVINGS,BRANCH
C0019257,Fraud,16500.0,Bihar,Patna,3,1814,1.0,1301,3,SAVINGS,ATM
C0019258,Fraud,2220000.0,Bihar,Patna,4,178,1.0,1566,9,CURRENT,ATM
C0019259,Cheating,177300.0,Bihar,Patna,6,187,1.0,438,9,SAVINGS,BRANCH
C0019260,Fraud,1000.0,Telangana,Hyderabad,3,1815,1.0,1301,3,SAVINGS,BRANCH
C0019261,Fraud,103400.0,Telangana,Hyderabad,4,76,1.0,1867,8,CURRENT,ATM
C0019262,Fraud,147900.0,Telangana,Hyderabad,4,389,1.0,396,8,CURRENT,BRANCH
C0019263,Cheating,30600.0,Telangana,Hyderabad,3,266,1.0,228,5,CURRENT,BRANCH
C0019264,Cheating,1900.0,Telangana,Hyderabad,3,1827,1.0,1619,3,SAVINGS,ATM
C0019265,Fraud,1065500.0,Telangana,Hyderabad,4,166,1.0,1172,7,SAVINGS,BRANCH
C0019266,Fraud,1000.0,Telangana,Hyderabad,3,4034,1.0,1227,3,SAVINGS,ATM
C0019267,Fraud,13500.0,Telangana,Hyderabad,3,4048,1.0,870,3,SAVINGS,ATM
C0019268,Cheating,30800.0,Bihar,Patna,3,4041,1.0,1451,3,SAVINGS,BRANCH
C0019269,Fraud,2220000.0,Telangana,Hyderabad,3,10,0.9698,1328,3,SAVINGS,BRANCH
C0019270,Cheating,6200.0,Odisha,Bengaluru,2,94,1.0,878,3,SAVINGS,ATM
C0019271,Cheating,2220000.0,Telangana,Hyderabad,4,255,1.0,800,5,SAVINGS,BRANCH
C0019272,Cheating,5900.0,Telangana,Hyderabad,3,1817,1.0,1654,3,SAVINGS,ATM
C0019273,Fraud,67600.0,Bihar,Patna,3,578,1.0,1649,3,SAVINGS,BRANCH
C0019274,Cheating,160200.0,Telangana,Hyderabad,4,37,1.0,2050,4,CURRENT,ATM
C0019275,Fraud,372600.0,Bihar,Patna,3,1818,1.0,1301,3,SAVINGS,BRANCH
C0019276,Cheating,29000.0,Telangana,Hyderabad,3,32,1.0,552,3,CURRENT,ATM
C0019277,Fraud,18900.0,Maharashtra,Mumbai,3,439,1.0,1812,3,CURRENT,ATM
C0019278,Cheating,1300.0,Telangana,Hyderabad,4,166,1.0,199,7,CURRENT,BRANCH
C0019279,Fraud,12600.0,Odisha,Bengaluru,3,4037,1.0,1227,3,SAVINGS,ATM
C0019280,Fraud,10600.0,Telangana,Hyderabad,3,9,0.9571,2075,3,CURRENT,BRANCH
C0019281,Fraud,67900.0,Odisha,Patna,4,61,1.0,1764,5,SAVINGS,BRANCH
C0019282,Fraud,152400.0,Delhi,Delhi,3,831,1.0,1756,3,SAVINGS,BRANCH
C0019283,Fraud,1682000.0,Telangana,Hyderabad,3,378,1.0,602,8,SAVINGS,BRANCH
C0019284,Fraud,148500.0,Telangana,Hyderabad,3,4038,1.0,1227,3,SAVINGS,ATM
C0019285,Fraud,10300.0,Telangana,Hyderabad,3,820,1.0,1797,3,SAVINGS,ATM
C0019286,Fraud,101700.0,Telangana,Hyderabad,3,91,1.0,1229,8,SAVINGS,ATM
C0019287,Cheating,10500.0,Telangana,Hyderabad,3,27,0.9999,538,3,SAVINGS,ATM
C0019288,Cheating,364700.0,Telangana,Hyderabad,4,34,1.0,1594,4,CURRENT,ATM
C0019289,Fraud,1051200.0,Bihar,Patna,3,4039,1.0,1227,3,SAVINGS,BRANCH
C0019290,Cheating,102000.0,Madhya Pradesh,Lucknow,3,11,0.9787,1789,3,SAVINGS,BRANCH
C0019291,Cheating,1000.0,Telangana,Hyderabad,3,43,1.0,1537,4,SAVINGS,ATM
C0019292,Fraud,2220000.0,Telangana,Hyderabad,5,407,1.0,1482,8,SAVINGS,BRANCH
C0019293,Cheating,22900.0,Maharashtra,Pune,3,440,1.0,1812,3,CURRENT,ATM
C0019294,Cheating,99200.0,Maharashtra,Pune,5,448,1.0,2033,12,CURRENT,ATM
C0019295,Cheating,47700.0,Telangana,Hyderabad,3,4040,1.0,1227,3,SAVINGS,BRANCH
C0019296,Fraud,191500.0,Tamil Nadu,Chennai,3,15,0.9948,1098,4,SAVINGS,BRANCH
C0019297,Cheating,83100.0,Odisha,Mumbai,4,391,1.0,396,8,CURRENT,BRANCH
C0019298,Cheating,84800.0,Telangana,Hyderabad,3,4041,1.0,1227,3,SAVINGS,BRANCH
C0019299,Cheating,16600.0,Telangana,Hyderabad,4,333,1.0,1441,5,SAVINGS,ATM
C0019300,Cheating,1000.0,Maharashtra,Mumbai,3,9,0.9571,1928,3,SAVINGS,ATM
C0019301,Cheating,329800.0,Andhra Pradesh,Lucknow,4,137,1.0,1176,6,SAVINGS,BRANCH
C0019302,Forgery,1000.0,Kerala,Hyderabad,3,444,1.0,1438,3,SAVINGS,BRANCH
